"Listing"

"WFR Listing"
"Created 15 February 2022 21:18"


"CVN","IMO Number","Name","MMSI (Maritime Mobile Service Identity)","Ex Name","Flag State","Operator","Owner","Group Owner","Built Date","Keel Laid Date","Contract Date","LDT","Demo $/LDT","Demo Date","Dwt","Beam Mld (m)","Draught (m)","Gear Detail","Price (NB)","Currency (NB)","Main Engine Fuel Type","Main Consumption at Service Speed (tpd)
","Main Engine Detail","HP Total Propulsion","SOx Scrubber Status","Eco – Electronic Engine","Environmental Detail","Service Speed (knots)","Holds Total No","Grain Capacity (cu m)","Type","Main Global Zone (Last 12 Months %)","Est Crew No","LOA (m)","Ballast Speed (knots)","Laden Speed (knots)","Main Engine LNG Ready","Owner Nationality/Region","Builder"
15909431,9339791,"My Lama",312845000,"Sea Harmony","Belize","Eastern Star Shpg","Eastern Star Shpg","Judi Group J.K.M.","01-May-2005","28-Dec-2004","01-Mar-2004",,,,28409,27.2,10.12," 4 x Crane (Centreline) SWL 30.50 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 400cu.m/hr - 2020 installation year",14,5,37523,"Bulk Carrier","Mediterranean / Black Sea (57.1 %)",19,169.26,,,,"Syria","Imabari SB (Imabari)"
15580649,9291212,"Port Kenny",477742600,,"Hong Kong","IHC","Pacific Basin Shpg","Pacific Basin Shpg","01-May-2004","07-Feb-2004","01-Jun-2003",,,,28449,27.2,10.12," 3 x Crane SWL 30.50 tons, 22m. max. outreach, 1 x Crane SWL 30.50 tons, 24m. max. outreach",,,"VLS IFO",23.3,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,"2 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-450 at 450cu.m/hr - 2019 installation year",13.8,5,37523,"Bulk Carrier","South East Asia (26.8 %)",23,169.26,,,,"Hong Kong","Imabari SB (Imabari)"
15446831,9276200,"Portland Bay",477746600,,"Hong Kong","IHC","Pacific Basin Shpg","Pacific Basin Shpg","01-Feb-2004","06-Sep-2003","01-Mar-2003",,,,28446,27.2,10.12," 3 x Crane SWL 30.50 tons, 22m. max. outreach, 1 x Crane SWL 30.50 tons, 24m. max. outreach",,,"VLS IFO",23.3,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,"2 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-450 at 450cu.m/hr - 2018 installation year",14,5,37523,"Bulk Carrier","East Asia (36.4 %)",20,169.26,,,,"Hong Kong","Imabari SB (Imabari)"
15762397,9322736,"Feng Shun",477769500,"Tenna Bulker","Hong Kong","Goldsun Development","Goldsun Development","Goldsun Development","01-Jan-2005","14-Sep-2004","01-Dec-2003",6198,,,28391,27.2,10.12," 3 x Crane SWL 30.50 tons, 22m. max. outreach, 1 x Crane SWL 30.50 tons, 24m. max. outreach",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,,14,5,37523,"Bulk Carrier","East Asia (94.8 %)",19,169.26,14.4,13.8,,"Taiwan","Imabari SB (Imabari)"
15762555,9322750,"Tan Binh 257",354738000,"Ratu Tembaga","Panama","Tan Binh Co Ltd","Tan Binh Co Ltd","Tan Binh Co Ltd","01-Nov-2004","15-Jul-2004","01-Dec-2003",,,,28554,27.2,10.12," 3 x Crane SWL 30.50 tons, 22m. max. outreach, 1 x Crane SWL 30.50 tons, 24m. max. outreach",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,,14,5,37523,"Bulk Carrier","South East Asia (35.8 %)",20,169.26,,,,"Vietnam","Imabari SB (Imabari)"
15700799,9312341,"Amaliya",248153000,"Global Alliance","Malta","Koma Shipping","Koma Shipping","Koma Shipping","01-Jul-2004","12-Mar-2004","01-Oct-2002",,,,28436,27.2,10.12," 3 x Crane SWL 30.50 tons, 22m. max. outreach, 1 x Crane SWL 30.50 tons, 24m. max. outreach",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,,14,5,37523,"Bulk Carrier","Mediterranean / Black Sea (86.5 %)",20,169.26,,,,"Russia","Imabari SB (Imabari)"
15744227,9312315,"Pioneer Fortune",,"Thetis","Tuvalu","Pioneer Logistics","Pioneer Logistics","Pioneer Logistics","01-Jul-2004","17-Apr-2004","01-Jan-2003",,,,28432,27.2,10.12," 3 x Crane SWL 30.50 tons, 22m. max. outreach, 1 x Crane SWL 30.50 tons, 24m. max. outreach",,,"VLS IFO",21.9,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,,13.8,5,36628,"Bulk Carrier","South East Asia (53.8 %)",20,169.26,14,13.5,,"Vietnam","Imabari SB (Imabari)"
15744351,9312327,"AG Valor",373938000,"Courageous","Panama","Unifleet","Unifleet","Unifleet","01-Sep-2004","29-May-2004","01-Apr-2003",6079,,,28510,27.2,10.12," 3 x Crane (Midships) SWL 30.50 tons, 22m. max. outreach, 1 x Crane (Fwd. Centre) SWL 30.50 tons, 24m. max. outreach",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,,,5,37523,"Bulk Carrier","Indian Subcontinent (36.4 %)",20,169.26,,13.7,,"Lebanon","Imabari SB (Imabari)"
16152803,9470818,"Amalea",636018489,"Clipper Iyo","Liberia","Allseas Inc","Allseas Inc","Allseas Inc","01-Sep-2008","14-Dec-2004","01-Dec-2005",,,,28451,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC7.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,846mkW total at 129rpm",7948,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 300cu.m/hr - 2023 installation year",13.5,5,37523,"Bulk Carrier","West Coast Africa (40.9 %)",21,169.26,,,,"Greece","Shimanami Shipyard"
16010044,9350094,"Scrooge",538008678,"Genco Champion","Marshall Is.","Empire Bulkers","Empire Bulkers","Alma Maritime","01-Apr-2006","26-Nov-2004","21-Mar-2005",,,,28445,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 6,480mkW total at 136rpm",8808,,,"1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P350 at 350cu.m/hr - 2021 installation year",14,5,37523,"Bulk Carrier","Mediterranean / Black Sea (62.8 %)",22,169.26,,,,"Greece","Shimanami Shipyard"
16097658,9445124,"Despina",636021010,"Despina Angel","Liberia",,"Baru Quality Ship","Baru Quality Ship","01-Nov-2007","26-Nov-2004","01-Jul-2005",,,,28534,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 6,480mkW total at 136rpm",8808,,,,13.5,5,37523,"Bulk Carrier","Mediterranean / Black Sea (75.5 %)",19,169.26,,,,"Greece","Shimanami Shipyard"
16097661,9445136,"Eriketi",312908000,"Van Imabari","Belize","Alma Shipmgmt & Trdg","Alma Shipmgmt & Trdg","Alma Shipmgmt & Trdg","01-May-2008","10-Dec-2004","01-Jul-2005",,,,28397,27.2,10.12," 4 x Crane (Centreline) SWL 30.50 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC7.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 6,480mkW total at 136rpm",8808,,,,13.5,5,37523,"Bulk Carrier","West Coast Africa (34.8 %)",19,169.26,,,,"Greece","Shimanami Shipyard"
16097674,9445148,"Inase",538003298,,"Marshall Is.","Evalend Shipping","Evalend Shipping","Evalend Shipping","01-Aug-2008","26-Nov-2004","01-Jul-2005",,,,28429,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC7.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 6,480mkW total at 136rpm",8808,,,,13.5,5,37523,"Bulk Carrier","South East Asia (30.6 %)",19,169.26,,,,"Greece","Shimanami Shipyard"
16072097,9384863,"Maria Theo 1",372345000,"Laser Ace","Panama","Evripos Shipmgmt","Evripos Shipmgmt","Evripos Shipmgmt","01-Feb-2007","10-Dec-2004","01-Jul-2005",,,,28416,27.2,10.12," 4 x Crane (Centreline) SWL 30.50 tons, 1 x Crane SWL 1.50 tons, 1 x Crane SWL 0.90 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,"1 x BWTS - Ballast Water Treatment System - 2021 installation year",14,5,37523,"Bulk Carrier","Mediterranean / Black Sea (37.8 %)",21,169.26,,,,"Greece","Shimanami Shipyard"
16041093,9377717,"Shimanami Star",309116000,,"Bahamas","Evalend Shipping","Evalend Shipping","Evalend Shipping","01-Jul-2006","14-Dec-2004","01-Jan-2005",,,,28445,27.24,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 300cu.m/hr - 2022 installation year",13.5,5,37523,"Bulk Carrier","Middle East (41.6 %)",22,169.26,,,,"Greece","Shimanami Shipyard"
16073449,9412957,"HTK Lotus",574002760,"Hai Phong 08","Vietnam","HTK Shipping","HTK Shipping","HTK Shipping","01-Sep-2007","26-Nov-2004","01-Jul-2005",,,,28441,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,,13.5,5,37523,"Bulk Carrier","South East Asia (77.6 %)",20,169.26,,,,"Vietnam","Shimanami Shipyard"
16073452,9412969,"HTK Confidence",574002820,"Hai Phong 19","Vietnam","HTK Shipping","HTK Shipping","HTK Shipping","01-Nov-2007","26-Nov-2004","01-Jul-2005",6156,,,28437,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 6,480mkW total at 136rpm",8808,,,,13.5,5,37523,"Bulk Carrier","South East Asia (79.1 %)",19,169.26,,,,"Vietnam","Shimanami Shipyard"
15321695,9283837,"Tan Binh 245",,"Clipper Lasco","Panama","Tan Binh Co Ltd","Tan Binh Co Ltd","Tan Binh Co Ltd","01-Feb-2004","16-Oct-2003","27-Sep-2002",,,,28371,27.2,10.12," 4 x Crane (Centreline) SWL 30.50 tons",,,"VLS IFO",23,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,,14,5,37523,"Bulk Carrier","South East Asia (55.5 %)",19,169.3,,,,"Vietnam","Imabari SB (Imabari)"
15321729,9283849,"Universe Kaisa",352368000,"Panforce","Panama","Shenzhen Shenyue Mar","Shenzhen Shenyue Mar","Shenzhen Shenyue Mar","01-Mar-2004","25-Nov-2003","27-Sep-2002",,,,28492,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",23,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,,14,5,37523,"Bulk Carrier","South East Asia (56.9 %)",20,169.3,,,,"China P.R.","Imabari SB (Imabari)"
14936355,9253404,"Tan Binh 135",574013121,"Eco Vanguard","Vietnam","Tan Binh Co Ltd","Tan Binh Co Ltd","Tan Binh Co Ltd","01-Aug-2001","11-May-2001","01-Jul-2000",,,,28492,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",21,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,"1 x BWTS - Ballast Water Treatment System - Thao Linh Marine TLC-BWM 400 at 400cu.m/hr - 2021 installation year",14,5,37523,"Bulk Carrier","South East Asia (39.4 %)",19,169.26,,,,"Vietnam","Imabari SB (Imabari)"
16030039,9384851,"Taihua Star",477768700,,"Hong Kong","Pacific Basin Shpg","Pacific Basin Shpg","Pacific Basin Shpg","01-Mar-2007","25-Dec-2004","01-Jan-2005",,,,28456,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,,13.5,5,37523,"Bulk Carrier","West Coast Africa (23.6 %)",23,169.3,,,,"Hong Kong","Shimanami Shipyard"
16030642,9364851,"Liberator",636016461,"Duncan Bay","Liberia","IHC","Evalend Shipping","Evalend Shipping","01-Feb-2006","25-Dec-2004","01-Jan-2005",,,,28414,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 6,480mkW total at 136rpm",8808,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 300cu.m/hr - 2022 installation year",13.5,5,37523,"Bulk Carrier","East Asia (28.8 %)",20,169.26,,,,"Greece","Shimanami Shipyard"
16041101,9364849,"Anemos",311000640,"Mardi Gras","Bahamas","Tide Line Inc.","Tide Line Inc.","Tide Line Inc.","01-Sep-2006","18-Dec-2004","01-Jan-2005",6194,,,28399,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 400cu.m/hr - 2021 installation year",14,5,37523,"Bulk Carrier","Mediterranean / Black Sea (36.1 %)",20,169.26,,,,"Greece","Shimanami Shipyard"
16014400,9367621,"Port Angeles",477829600,,"Hong Kong","Pacific Basin Shpg","Pacific Basin Shpg","Pacific Basin Shpg","01-Apr-2007","18-Dec-2004","31-Dec-2003",,,,28448,27.2,10.12," 4 x Crane (Centreline) SWL 30.50 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,"1 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-800 at 450cu.m/hr - 2021 installation year",13.5,5,37523.01,"Bulk Carrier","East Asia (38.8 %)",22,169.26,,,,"Hong Kong","Shimanami Shipyard"
16073436,9412945,"Parana Warrior",636018692,"Northern Light","Liberia","Polembros Bulkers","Polembros Bulkers","Polembros Shipping","01-Jul-2007","25-Dec-2004","01-Jul-2005",,,,28415,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 6,480mkW total at 136rpm",8808,,,,13.5,5,37523,"Bulk Carrier","East Coast South America (100.0 %)",21,169.26,13.9,13.4,,"Greece","Shimanami Shipyard"
15562737,9350082,"Triades",371415000,"Lizard Point","Panama","Newport SA","Newport SA","Newport SA","01-Oct-2005","18-Dec-2004","14-Aug-2003",,,,28496,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,850mkW total at 129rpm",7954,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 300cu.m/hr - 2020 installation year",13.8,5,37523,"Bulk Carrier","Mediterranean / Black Sea (39.1 %)",19,169.26,,,,"Greece","Shimanami Shipyard"
16041006,9364837,"Canopus",311001039,"South Star","Bahamas","Universal Nav Pte","Universal Nav Pte","Universal Nav & Trdg","01-May-2006","18-Dec-2004","25-Dec-2003",6069,,,28515,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 6,480mkW total at 129rpm",8808,,,"1 x BWTS - Ballast Water Treatment System - 2021 installation year",14,5,37523,"Bulk Carrier","South East Asia (46.0 %)",20,169.26,14,13.5,,"Pakistan","Imabari SB (Imabari)"
12039119,7220477,"Flare",,"Flame","Cyprus",,"Trade Fortune Inc.","Trade Fortune Inc.","01-Nov-1972",,,6480,,,29222,23.17,10.68," 6 x Crane SWL 10 tons",,,"IFO 380",37,"1 x Diesel - Sulzer 6RND76 - 2-stroke 6-cyl. 760mm x1550mm bore/stroke 8,826mkW total at 122rpm",12000,,,,15.5,7,37705,"Bulk Carrier",,,180.8,,,,"Greece","Hakodate Dock"
12714155,9248198,"Pacific 01",574002840,"Santa Francisca","Vietnam","ITC Corp","ITC Corp","ITC Corp","01-Apr-2001","06-Oct-2000","03-Sep-1999",,,,28494,27.2,10.12," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",1.8,"JPYbn","VLS IFO",21,"1 x Diesel - MAN B. & W. 6S42MC6.1 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 6,480mkW total at 136rpm",8808,,,"1 x BWTS - Ballast Water Treatment System - Thao Linh Marine TLC-BWM 400 at 400cu.m/hr - 2021 installation year",14,5,37523,"Bulk Carrier","South East Asia (69.3 %)",20,169.26,,,,"Vietnam","Imabari SB (Imabari)"
12374797,8319392,"Princess Nicole",214182617,"Arwad Princess","Moldova",,"Sea Dynasty","Sea Dynasty","01-Sep-1984","24-Feb-1984",,,,,28215,23.1,10.57," 4 x Crane (Centreline) SWL 25 tons",,,"VLS IFO",24.4,"1 x Diesel - MAN B. & W. 6L50MC Mk1 - 2-stroke 6-cyl. 500mm x1620mm bore/stroke 6,355mkW total at 133rpm",8640,,,,13.7,5,34794,"Bulk Carrier","Mediterranean / Black Sea (100.0 %)",20,178.22,,,,"Ukraine","Naikai Zosen Setoda"
12688155,9225512,"Universe Honesty",355357000,"Allstars","Panama","Shenzhen Pengxing","Shenzhen Pengxing","Shenzhen Pengxing","01-Mar-2000","24-Jun-1999","01-Sep-1998",5992,,,28520,27.2,9.76," 4 x Crane (Centreline) SWL 30 tons, 24m. max. outreach",,,"VLS IFO",21.5,"1 x Diesel - MAN B. & W. 6S42MC6 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 6,486mkW total at 136rpm",8820,,,,13,5,37523,"Bulk Carrier","East Asia (51.0 %)",20,169.03,,,,"China P.R.","Imabari SB (Imabari)"
12145179,7526182,"Da Ji",371524000,"Sino Pioneer","Panama",,"Well Shipmanagment","Well Shipmanagment","01-Jun-1977","06-Dec-1976",,,,,27036,26.3,9.59," 5 x Crane SWL 15 tons",,,"IFO 380",39,"1 x Diesel - Sulzer 7RND68 - 2-stroke 7-cyl. 680mm x1250mm bore/stroke 8,458mkW total at 150rpm",11500,,,,15.5,5,32096,"Bulk Carrier",,,169.54,,,,"Taiwan","Oshima Shipbuilding"
16104723,9467885,"IMC 17",548992000,"Naftilos","Philippines","Industry Movers","Industry Movers","Industry Movers","01-Jun-2009","18-Oct-2007","01-Dec-2006",,,,27315,26,9.8," 4 x Crane (Centreline) SWL 30 tons, 22m. max. outreach",,,"VLS IFO",22.6,"1 x Diesel - MAN B. & W. 6L42MC6.1 - 2-stroke 6-cyl. 420mm x1360mm bore/stroke 5,970mkW total at 176rpm",8118,,,,13.8,5,35286,"Bulk Carrier","South East Asia (100.0 %)",19,169,,,,"Philippines","Zhejiang Zhenghe SB"
16104736,9467897,"Darya Shaan",419001413,"Jupiter II","India","KC Maritime HK","KC Maritime HK","KC Maritime HK","01-Jun-2009","25-Jan-2008","01-Dec-2006",,,,27238,26,9.8," 4 x Crane (Centreline) SWL 30 tons, 22m. max. outreach",,,"VLS IFO",22.6,"1 x Diesel - MAN B. & W. 6L42MC6.1 - 2-stroke 6-cyl. 420mm x1360mm bore/stroke 5,970mkW total at 176rpm",8118,,,,13.8,5,35286,"Bulk Carrier","Indian Subcontinent (100.0 %)",19,169,,,,"India","Zhejiang Zhenghe SB"
12712869,9216597,"Cornelia",636019377,"Pine","Liberia","Armador Shipping","Armador Shipping","Armador Shipping","01-May-2001","15-Feb-2000","31-Aug-1999",,,,24516,23.1,9.6," 4 x Crane (Centreline) SWL 25 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6L50MC6.1 - 2-stroke 6-cyl. 500mm x1620mm bore/stroke 660mkW total at 124rpm",9035,,,,14.2,5,30552,"Open Hatch Carrier","Mediterranean / Black Sea (52.4 %)",20,175.64,,,,"Turkey","Wuhu Shipyard"
12712993,9216602,"Supertramp",538002943,"Dimitrios K","Marshall Is.",,"Korkyra Shipping","Korkyra Shipping","01-Oct-2001","15-Jun-2000","31-Aug-1999",7281,380,"07-Feb-2020",24834,23.1,9.6," 4 x Crane (Centreline) SWL 30 tons at 18m. (grab fitted)",,,"IFO 380",23.5,"1 x Diesel - MAN B. & W. 6L50MC6.1 - 2-stroke 6-cyl. 500mm x1620mm bore/stroke 7,980mkW total at 148rpm",10848,,,,13.5,5,30518,"Open Hatch Carrier",,20,175.64,12.5,12,,"Croatia","Wuhu Shipyard"
12597893,9157363,"Tina",572939210,"Alice","Tuvalu","Zhangjiagang Oceanic","Zhangjiagang Oceanic","Zhangjiagang Oceanic","01-May-1997","25-Sep-1996","02-Feb-1996",6090,,,28450,27.2,9.76," 4 x Crane (Centreline) SWL 30 tons, 24m. max. outreach",2.1,"JPYbn","VLS IFO",21.8,"1 x Diesel - MAN B. & W. 5S50MC Mk4 - 2-stroke 5-cyl. 500mm x1910mm bore/stroke 5,736mkW total at 108rpm",7799,,,,14,5,37523,"Bulk Carrier","South East Asia (42.2 %)",21,169.03,,,,"China P.R.","Imabari SB Marugame"
12675005,9180035,"Dong Minh",357276000,"Dong Thanh","Panama","Dong Do Marine","Dong Do Marine","VIMC","01-Sep-1998","30-Mar-1998","01-Jun-1997",6014,,,28502,27.2,9.76," 4 x Crane (Centreline) SWL 30 tons, 24m. max. outreach",,,"VLS IFO",20.5,"1 x Diesel - MAN B. & W. 6S42MC6 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,847mkW total at 129rpm",7950,,,"1 x BWTS - Ballast Water Treatment System - 2022 installation year",13.3,5,37523,"Bulk Carrier","East Asia (47.6 %)",22,169.03,,,,"Vietnam","Imabari SB (Imabari)"
12081613,7223003,"Million Hope",,"Hope","Cyprus",,"Chun Sine Marine","Chun Sine Marine","01-Dec-1972",,,7443,,,26847,24.8,10.14," 4 x Crane (Centreline) SWL 20 tons",,,"IFO 380",39.6,"1 x Diesel - B. & W.2-stroke 6-cyl. 740mm x1600mm bore/stroke 8,532mkW total at 124rpm",11600,,,,15,5,32550,"Bulk Carrier",,,174.57,,,,"Taiwan","Koyo Dock"
12544055,9115080,"Best Wave",355214000,"CNF Lions","Panama",,"Mallah Ship","Mallah Ship","01-Apr-1995","02-Nov-1994","04-Nov-1994",6064,,"25-Sep-2020",28379,27.2,9.76," 4 x Crane (Centreline) SWL 30 tons, 24m. max. outreach",,,"VLS IFO",22,"1 x Diesel - MAN B. & W. 5S50MC Mk4 - 2-stroke 5-cyl. 500mm x1910mm bore/stroke 7,135mkW total at 127rpm",9700,,,,14,5,37523,"Bulk Carrier",,22,169.03,,,,"Greece","Imabari SB (Imabari)"
12674187,9197129,"First Bridge",312681000,"Ace Bridge","Belize","Overseas Bulker Ent","Overseas Bulker Ent","Overseas Bulker Ent","01-Aug-1999","30-Jun-1998","12-Mar-1998",,,,28419,27.2,9.76," 4 x Crane (Centreline) SWL 30 tons, 24m. max. outreach",2,"JPYbn","VLS IFO",,"1 x Diesel - MAN B. & W. 6S42MC6 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,847mkW total at 136rpm",7950,,,,16,5,37523,"Bulk Carrier","Indian Subcontinent (39.1 %)",20,169,,,,"Lebanon","Imabari SB (Imabari)"
12589243,9140047,"Lucky Star",511900000,"Bobae Frontier","Palau",,"Fujian Mainstar","Fujian Mainstar","01-Jun-1996","12-Mar-1996","24-Nov-1995",6064,,,28387,27.2,9.76," 4 x Crane SWL 30 tons, 1 x Crane, Provision (Port/Stbd.) SWL 0.90 tons",20.7,"$m","VLS IFO",19,"1 x Diesel - MAN B. & W. 5S50MC-C Mk5 - 2-stroke 5-cyl. 500mm x2000mm bore/stroke 7,800mkW total at 108rpm",10460,,,,16.2,5,37523,"Bulk Carrier","South East Asia (74.8 %)",22,169.03,13,12.5,,"China P.R.","Imabari SB (Imabari)"
12626681,9157349,"Sea Hero",355428000,"Anemone","Panama","Zhangjiagang Oceanic","Zhangjiagang Oceanic","Zhangjiagang Oceanic","01-Feb-1997","06-Dec-1996","31-Dec-1995",6079,,,28437,27.2,9.76," 4 x Crane (Centreline) SWL 30 tons, 24m. max. outreach, 1 x Crane, Provision SWL 1.50 tons, 1 x Crane, Provision SWL 0.90 tons",,,"VLS IFO",22.2,"1 x Diesel - MAN B. & W. 5S50MC Mk4 - 2-stroke 5-cyl. 500mm x1910mm bore/stroke 7,135mkW total at 127rpm",9700,,,"1 x BWTS - Ballast Water Treatment System - 2021 installation year",13.5,5,37523,"Bulk Carrier","South East Asia (29.5 %)",21,169,,,,"China P.R.","Imabari SB Marugame"
12626715,9157351,"Tai Ho",372978000,"Urawee Naree","Panama","Zhangjiagang Oceanic","Zhangjiagang Oceanic","Zhangjiagang Oceanic","01-Mar-1997","26-Oct-1996","31-Dec-1995",,,,28415,27.2,9.76," 4 x Crane (Centreline) SWL 30 tons, 24m. max. outreach, 1 x Crane, Provision SWL 1.50 tons, 1 x Crane, Provision SWL 0.90 tons",,,"VLS IFO",21.5,"1 x Diesel - MAN B. & W. 5S50MC Mk4 - 2-stroke 5-cyl. 500mm x1910mm bore/stroke 7,135mkW total at 127rpm",9700,,,,13.9,5,37523,"Bulk Carrier","South East Asia (69.5 %)",21,169,,,,"China P.R.","Imabari SB Marugame"
12633571,9180009,"Long Tan 239",574274000,"VTB Star","Vietnam","Long Tan Trading","Long Tan Trading","Long Tan Trading","01-Jan-1998","19-Jun-1997","31-Jan-1997",5850,,,28666,27.2,9.76," 4 x Crane (Centreline) SWL 30 tons, 24m. max. outreach",,,"VLS IFO",21.5,"1 x Diesel - MAN B. & W. 6S42MC6 - 2-stroke 6-cyl. 420mm x1764mm bore/stroke 5,847mkW total at 129rpm",7950,,,"1 x BWTS - Ballast Water Treatment System - Thao Linh Marine TLC-BWM 400 at 400cu.m/hr - 2021 installation year",12.5,5,37523,"Bulk Carrier","South East Asia (85.9 %)",22,169,,,,"Vietnam","Imabari SB Marugame"
