"Listing"

"WFR Listing"
"Created 16 February 2022 05:30"


"CVN","Stock Exchange Ticker","Speed (knots)","Speed category","Great Lakes Fitted","Contract Date Ind","Self Unloader (Ind)","Builder Yard Location","Air Draft From Water Line (m)","Demo Location","Manager Group","Grabs Ind","Vessel Name Date","Ice Class (Ind)","Ice Notation","Self Unloader Type","Original Builder","Original Builder Group","FEU Max In Holds","FEU Max On Deck","Deck Strength (sq m t)","Deck Cargo (Ind)","SOx Scrubber Indicator","BWMS Status","Deck Timber Loading (Ind)","Pool Operator Country/Region","BWMS 1 Retrofit Date","BWMS Technology Type","Grabs No","Deck Cargo Height (m)","Auxiliary Engine Detail","BWMS 2 Retrofit Date","Propulsor Detail","Maximum Speed (knots)","Self Unloader Cap (t hr)","Total Cargo Decks No","Hatch Max Length (m)","Hatch Max Width (m)","Heavy Lift (Ind)","Hull Type"
12595899,,13.5,"Laden",,,"N","Tokyo",,"India","Globe Enterprises","Y","01-Jan-2004",,,,"I.H.I. (Tokyo)","IHI Power Systems",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 106rpm",,,,19.2,15.2
12595923,,14.3,"Service",,,,"Szczecin",,,"West Bulker",,"01-Nov-2016","Y","1C",,"Szczecin Shipyard","Szczecin Shipyard",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 129rpm"
12596009,,13,"Laden",,,,"Szczecin",,,"Mataraci Denizcilik",,"01-Feb-2019","Y","1C",,"Szczecin Shipyard","Szczecin Shipyard",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 129rpm"
12596133,,14.3,"Service",,,,"Szczecin",,,"El Reedy Shpg Agency",,"01-Jan-2021","Y","1C",,"Szczecin Shipyard","Szczecin Shipyard",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 129rpm"
12596683,,17,"Service","N",,,"Marugame",,"Bangladesh","Penta Crystal","Y","01-Aug-2017",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,,,,,,,,"4 x Aux. Diesel Gen. - 4-stroke  driving 4 x AC generator(s) at 1,368ekW total, (1,710kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,20.8,17.6
12596717,,14,"Service","N",,,"Marugame",,,"NVL Trans Shipping","Y","01-Sep-2018",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,20.8,17.6
12596841,,14,"Service","N",,,"Marugame",,,"Fujian Port Group","Y","01-Jan-2010",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Taiyo FEK 41CS-10 - AC generator(s) at 1,200ekW total, (1,500kVA total) 450V",,"1 x FP Propeller (Aft Centre) (mechanical), 120rpm",,,1,20.8,17.6
12596975,,14.3,"Service",,,,"Marugame",,,"Thanh Thanh Dat",,"01-Dec-2020",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,"Fitted",,,"30-Sep-2021",,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm"
12597185,,13.5,"Laden",,,"N","Tamano",,,"Unifleet","N","01-Mar-2016",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,20.8,17.16,"N"
12597219,,14,"Service",,,"N","Dalian",43.6,,"Layla Shipholdg","N","01-Jan-2016",,,,"Dalian Shipyard","Dalian Shipyard",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - 4-stroke  driving 2 x AC generator(s) at 1,000ekW total, (1,250kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,25.2,22.5,"N"
12597893,,14,"Service",,,"N","Marugame",,,"Zhangjiagang Oceanic",,"01-Apr-2017",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 936ekW total, (1,170kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,1,17.6,19.2,"N"
12598003,,14,"Service",,,,"Hakodate",,,"Fujian Yongjia Shpg.",,"01-Jul-2016","N",,,"Hakodate Dock","Namura Zosensho",,,,"Y",,"Fitted",,,"09-Nov-2021",,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 158rpm"
12598137,,14,"Service",,,,"Hakodate",,,"Zahra Maritime Co",,"01-May-2016","N",,,"Hakodate Dock","Namura Zosensho",,,,"Y",,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 158rpm",,,,21.56,13.02
12598553,,14.7,"Service",,,,"Marugame",,,"Pasifik Lojistik",,"07-Jun-2012","N",,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,"Fitted",,,"06-Nov-2021",,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm"
12598979,,14,"Service",,,,"Mihara",,,"Hao Hung Co Ltd",,"01-May-2021",,,,"Koyo Dock","Koyo Dock",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm"
12599055,"9104",13.4,"Service",,,,"Saikai",41.36,"India","Mitsui OSK Lines",,,,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,"N",,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm"
12599213,,14,"Service",,,"N","Saiki",,,"VIMC",,"01-Jan-2008","N",,,"Saiki Hvy. Ind.","Onomichi Dockyd",,,,,,"Fitted",,,"20-Jan-2022",,,,"2 x Aux. Diesel Gen. - 4-stroke  driving 2 x AC generator(s) at 800ekW total, (1,000kVA total) 450V",,"1 x FP Propeller (Aft Centre) (mechanical), 158rpm, Ø4.65m",,,1,,,"N"
12599347,,14.3,"Service",,,"N","Saiki",,,"ITC Corp","N","01-Apr-2015","N",,,"Saiki Hvy. Ind.","Onomichi Dockyd",,,,"Y",,,"Y",,,,,,"2 x Aux. Diesel Gen. - 4-stroke  driving 2 x AC generator(s) at 800ekW total, (1,000kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 158rpm, Ø4.65m",,,,20.8,17.52
12599505,,14,"Service","N",,"N","Osaka",,,"Wallem Shipmngt","N","01-Jul-2015","N",,,"Sanoyas","Sanoyas",,,,,,,"N",,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x generator(s) at 1,200ekW total, (1,500kVA total) 450V",,"1 x FP Propeller (Aft Centre) (mechanical), 135rpm",,,1,,,"N"
12599639,,12,"Laden",,,,"Unknown",,,"Kind Glory Shipping","Y","01-Oct-2020",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,,,,,4,,,,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",,,1,19.8,15.6
12599897,,11.75,"Laden",,,,"Saikai",,,"Martech Service","Y","01-Feb-2021",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,320ekW total, (1,650kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), 124rpm",,,1,19.8,15.6
12600199,,14.3,"Service",,,,"Saikai",,,"Mansour Mgmt","Y","01-Sep-2020",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,"N",,,"N",,,,4,,,,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",,,1,19.8,15.6
12600357,,13,"Laden","N",,"N","Yokosuka",42.1,,"Dongguan Haichang","N","01-Apr-2017",,,,"Sumitomo (Yokosuka)","Sumitomo HI",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",16.02,,1,16.29,15.03,"N"
12600481,,14.8,"Service","N",,"N","Yokosuka",42.1,,"China COSCO Shipping","N","01-Dec-2015",,,,"Sumitomo (Yokosuka)","Sumitomo HI",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x generator(s) at 912ekW total, (1,140kVA total) 450V",,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",,,1,16.29,15.03,"N"
12600515,,12,"Service",,,"N","Hakodate",35,,"Narval Shpg. Corp.","N","05-Jun-2013","N",,,"Hakodate Dock","Namura Zosensho",,,,"Y",,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 3,792ekW total, (4,740kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 130rpm",,,1,20,19.6,"N"
12600649,,14.5,"Service","N",,,"Tokyo",,,"Xiamen Hua Hai",,"01-Dec-2009",,,,"Hitachi Zosen","Hitachi Zosen",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,17,14.58
12600807,,14,"Service",,,,"Shanghai",,,"IMC Pan Asia",,,,,,"Hudong Shipyard","Hudong Shipyard",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm"
12600931,,13.5,"Laden","N",,,"Shanghai",,,"World Merge Shpg","Y","01-Jul-2015","N",,,"Hudong Shipyard","Hudong Shipyard",,,,,,,,,,,4,,,,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 105rpm",,,,14.62,15
12601275,,13.5,"Service",,,,"Kochi",,,"Denizati Shipping",,,,,,"Shin Yamamoto","Imabari Shipbuilding",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 175rpm"
12601309,,13,"Service",,,,"Imabari",,,"Fullwin Marine",,,,,,"Imabari SB (Imabari)","Imabari Shipbuilding",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 175rpm"
12601725,,12,"Laden","N",,"N","Imari",,"China P.R.","Zhongtuo Shpg","N","01-Dec-2017","N",,,"Namura Shipbuilding","Namura Zosensho",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,200ekW total, (1,500kVA total) 450V",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,1,16.8,14.85,"N"
12601983,,14.1,"Service",,,,"Hakodate",,,"Zhangjiagang Oceanic",,"01-Jan-2017",,,,"Hakodate Dock","Namura Zosensho",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 136rpm",,,,20.02,18
12602069,,13.5,"Service",,,,"Hakodate",,,"Dae Sung Shipping Co",,"01-Nov-2015",,,,"Hakodate Dock","Namura Zosensho",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 136rpm",16.32,,,20.02,18
12602777,,14.5,"Service",,,,"Bremen",,,,,,,,,"Bremer Vulkan","Bremer Vulkan",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical)"
12602801,,13.7,"Service",,,,"Saiki",,,"NJ Trust",,"01-Nov-2021",,,,"Saiki Hvy. Ind.","Onomichi Dockyd",,,,,,"Fitted",,,"04-Feb-2021",,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 170rpm"
12603987,,14,"Service",,,"N","Varna",,,"Naviborn Ltd",,"01-Jun-2021","Y","E",,"Varna Shipyard","Varna Shipyard",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,200ekW total, (1,500kVA total) 380V",,"1 x FP Propeller (Aft Centre) (mechanical), 154rpm"
12604063,,14,"Service",,,,"Varna",,,"Naviborn Ltd",,"01-Jun-2021","Y","E",,"Varna Shipyard","Varna Shipyard",,,,,,"Fitted",,,"14-Nov-2020",,,,"3 x Aux. Diesel Gen. - Sulzer 6AL20/24 - 4-stroke 6-cyl. 200mm x 240mm bore/stroke 1,863mkW total at 1,000rpm driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 176rpm"
12604355,,11,"Service",,,,"Varna",,,"Navibulgar",,,"Y","1D",,"Varna Shipyard","Varna Shipyard",,,,,,"Fitted",,,"27-Nov-2018","FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,656ekW total, (2,070kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 123rpm"
12604513,,15.3,"Service",,,,"Saiki",,,"Vasteast Intl",,"01-Mar-2013",,,,"Saiki Hvy. Ind.","Onomichi Dockyd",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x generator(s) at 880ekW total, (1,100kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 170rpm",,,,20.8,17.52
12604647,,15.3,"Service",,,,"Saiki",,,"Anugrah Lautan",,"01-Sep-2018",,,,"Saiki Hvy. Ind.","Onomichi Dockyd",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 170rpm"
12604771,,15.9,"Service",,,"N","Samho",,,"Esmeralda Schiff",,"01-Nov-1997",,,,"Halla Eng.","Halla Eng.",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 176rpm",,,,23.8,20.8
12604805,,13.7,"Service","N",,,"Yokosuka",,,"New Legend Group",,"01-Sep-2021",,,,"Sumitomo (Yokosuka)","Sumitomo HI",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm"
12605015,,14.5,"Service",,,,"Tokyo",,"Bangladesh","Huaxin Shipping","Y","01-Dec-2017",,,,"I.H.I. (Tokyo)","IHI Power Systems",,,,,,,,,,,4,,,,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",,,,19.2,15.2
12605149,,12.5,"Laden",,,"N","Tokyo",,,"Silver Star Shipmgmt","Y","02-Mar-2021",,,,"I.H.I. (Tokyo)","IHI Power Systems",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,230ekW total, (1,536kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 106rpm",,,1,19.2,15.2
12605273,,15.7,"Service","N",,"N","Imabari",38.8,"Pakistan","CSL Shipping","Y","01-Apr-2021","N",,,"Hashihama Zosen","Hashihama Zosen",,,,"N",,,"N",,,,4,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,20.8,15.3
12605565,,14,"Service","N",,,"Shanghai",,,"Huayuan Star Shpg.","N","01-Jan-2009","N",,,"Jiangnan Shipyard","Jiangnan Shipyard",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - 4-stroke  driving 2 x AC generator(s) at 794ekW total, (992kVA total) 450V",,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm",,,1,15.48,15
12605699,,14,"Service",,,,"Marugame",,,"VIMC",,"01-May-2016",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,"Fitted",,,"04-Nov-2021",,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 133rpm"
12605857,,14,"Service",,,,"Marugame",35.37,,"Hubei Qin Tai Ltd",,"01-Nov-2018",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,"Fitted",,,"08-Sep-2021",,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",14,,1,17.6,19.2,"N"
12605981,,14.3,"Service",,,"N","Toyohashi",,,"Dalian Grand Ocean",,"01-Feb-1997","N",,,"Kanasashi K.K.","Toyohashi S.B.",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Daihatsu4-stroke  driving 2 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 158rpm",,,1
12606067,,14,"Service",,,,"Toyohashi",,,"Hubei Qin Tai Ltd",,"01-Dec-2017",,,,"Kanasashi K.K.","Toyohashi S.B.",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 133rpm"
12606191,,14.3,"Service",,,,"Toyohashi",,,"Karlog Shipping",,"01-Aug-2021","N",,,"Kanasashi K.K.","Toyohashi S.B.",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Daihatsu4-stroke  driving 2 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 158rpm"
12606225,,14.3,"Service",,,,"Toyohashi",,,"Dalian Sea Carrier",,"01-May-2021","N",,,"Kanasashi K.K.","Toyohashi S.B.",,,,,,"Pending",,,"26-Feb-2022","FILTRATION - ULTRAVIOLET",,,"2 x Aux. Diesel Gen. - Daihatsu4-stroke  driving 2 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 158rpm"
12606359,,14,"Service",,,"N","Tamano",,,"Safe Sea Services",,"01-Oct-2017","N",,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,140ekW total, (1,425kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,20.8,17.16
12606517,,14,"Service","Y",,,"Onomichi",,,"African Express",,"01-Sep-2018",,,,"Naikai Zosen Setoda","Naikai Zosen Corp",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 176rpm"
12606641,,14,"Service","Y",,,"Onomichi",31.62,,"Brook Ocean",,"01-Mar-2016",,,,"Naikai Zosen Setoda","Naikai Zosen Corp",,,,,,"Pending",,,"22-Sep-2022","FILTRATION - ULTRAVIOLET",,,,,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 176rpm",,,,20,11.48
12606775,,14.13,"Service",,,,"Saikai",,,"Lora Shpg","Y","01-Jun-2021","N",,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,"Y",,,,,,,,,"3 x Aux. Diesel Gen. - Yanmar M200L-ST - 4-stroke 6-cyl. 200mm x 260mm bore/stroke  driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm"
12606809,,15.4,"Service",,,,"Saikai",,,"Fujian Guohang Group","Y","01-Jan-2009",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,,,,,4,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,19.8,15.6
12606933,,13.5,"Service",,,,"Saikai",36.3,,"Asia Mulia","Y","01-Apr-2013",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,,,,,4,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,19.8,15.6
12607143,,13,"Service",,,,"Saikai",,,"Fujian Hengfeng","Y","01-Aug-2021",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Daihatsu 6DLB-20 - 4-stroke 6-cyl. 200mm x 260mm bore/stroke  at 720rpm driving 3 x AC generator(s) at 1,323ekW total, (1,654kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 127rpm",,,1,19.8,15.6
12607277,,14,"Service","N",,"N","Fukuyama",,,"Gulnak Shpg. Trans.",,"01-Feb-2018","N",,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,"Fitted",,,"28-Aug-2021",,,,"3 x Aux. Diesel Gen. - Yanmar M200L-UT - 4-stroke 6-cyl. 200mm x 260mm bore/stroke 1,323mkW total at 720rpm driving 3 x Taiyo FE 41CS-10 - AC generator(s) at 1,200ekW total, (1,500kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 127rpm, Ø5.80m",15.73,,1,20.8,15.3
12607301,,14,"Service",,,,"Fukuyama",,,"Prelude Mrn",,"01-Mar-2019",,,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,"Fitted",,,"03-Nov-2021","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm"
12607435,,14,"Service",,,,"Fukuyama",,,"Wallem Shipmngt",,"01-Jan-2014",,,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm"
12608061,,14.5,"Service","N",,"N","Sasebo",,,"Dia Yuan Intl Shpg","N","01-Apr-2020",,,,"Sasebo HI","Namura Zosensho",,,,"N",,"Pending",,,"27-Jul-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,,,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,1,17,14.4,"N"
12608229,,14,"Service","N",,"N","Sasebo",,,"GEG","N","01-Jan-2009",,,,"Sasebo HI","Namura Zosensho",,,,"N",,"Fitted",,,"24-Nov-2021",,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,1,17,14.4,"N"
12608511,,13,"Laden",,,,"Saikai",,,"Vasteast Intl","Y","01-Dec-2020",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,241mkW total at 720rpm driving 3 x AC generator(s) at 1,323ekW total, (1,654kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 110rpm",,,1,19.8,15.6
12608645,,14.3,"Service",,,,"Saikai",,,"Kabir Steel","Y","01-Jun-2013",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,,,,,4,,,,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 135rpm",,,1,19.8,15.6
12608779,,14.8,"Service","N",,,"Saikai",,,"VIMC","Y","01-Jun-2021",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,,,,,4,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,19.8,15.6
12608803,,13.7,"Service","N",,,"Saikai",,,"Fujian Guohang Group","Y","01-May-2009",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,440ekW total, (1,800kVA total) 450V",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,19.8,15.6
12608937,,14.45,"Service",,,,"Saikai",,,"Wantong Shpg","Y","01-Aug-2021",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Yanmar4-stroke  driving 3 x AC generator(s) at 1,800ekW total, (2,250kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,19.8,15.6
12609147,,14.3,"Service",,,,"Saikai",,,"MSI Ship Mgmt","Y","01-Dec-2011",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,"Pending",,,"02-Sep-2022","ELECTROLYSIS (ELECTRO-CHLORINATION)",4,,,,"1 x FP Propeller (Aft Centre) (mechanical), 124rpm",,,1,19.8,15.6
12609305,,14.3,"Service",,,,"Saikai",,,"Allied Marine","Y","01-Dec-2017",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 948ekW total, (1,185kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,19.8,15.6
12609563,,16.6,"Service","N",,,"Fukuyama",,,"Skaarup Ship Man",,"01-Nov-2017","N",,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,20.8,15.3
12609697,,13.5,"Service","N",,,"Fukuyama",,,"Seacon Ships",,"01-Apr-2021",,,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm"
12609721,,15.4,"Service","N",,"N","Fukuyama",,,"Junhan Marine","Y","01-Oct-2012","N",,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,,,,,,4,,,,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 127rpm, Ø5.80m",,,1,20.8,15.3
12609855,,14.5,"Service","N",,"N","Fukuyama",,,,,"01-Dec-2021","N",,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,,,,,,,,"4 x Aux. Diesel Gen. - 4-stroke  driving 4 x AC generator(s) at 1,200ekW total, (1,500kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 127rpm, Ø5.80m",,,1,20.8,15.3
12609989,,12,"Laden","N",,"N","Fukuyama",,,"Kabir Steel","Y","01-Oct-2012","N",,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Yanmar4-stroke  driving 3 x generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 127rpm, Ø5.80m",,,1,20.8,15.3
12610169,,15,"Service","N",,,"Fukuyama",,,"Modion Maritime SA",,"01-Dec-2012",,,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm"
12610293,,15.8,"Service","N",,"N","Fukuyama",,"Bangladesh","Karya Sumber Energy",,"01-May-2016","N",,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 127rpm, Ø5.80m",,,1,20.8,15.3
12610327,,15.8,"Service","N",,"N","Fukuyama",,"Bangladesh","KTU Shipyard",,"01-Jun-2016","N",,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 120rpm, Ø5.80m",,,1,20.8,15.3
12610451,,14,"Service",,,,"Tamano",,,"Norfes Marine",,"01-Apr-2017",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,20.8,17.16
12610585,,14.5,"Service","N",,"N","Tamano",,,"Dongguan Haichang","N","01-Dec-2013","N",,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,1,,,"N"
12611087,,15,"Service",,,"N","Dalian",,,"Gearbulk","Y","01-Jun-2004","N",,,"Dalian New Yard","Dalian New Yard",,,,,,"Fitted",,,"26-Jan-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Ulstein Bergen KRG-5 - 4-stroke 5-cyl. 250mm x 300mm bore/stroke 2,415mkW total at 750rpm driving 3 x AC generator(s) at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 123rpm"
12611245,,14.3,"Service",,,,"Toyohashi",,,"5BO Marine",,"01-Apr-1997","N",,,"Kanasashi K.K.","Toyohashi S.B.",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Daihatsu4-stroke  driving 2 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 158rpm"
