16266843,,15.4,"Trial Speed",,"M",,"Ichihara",,,"Tri Bulk Shpg Ltd",,"01-Nov-2021",,,,"Mitsui SB (Chiba)","Mitsui Eng & SB",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x ac generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16266885,,14.5,"Laden",,"M",,"Saiki",,,"Maestro Shipping SA",,"01-May-2015",,,,"Saiki Hvy. Ind.","Onomichi Dockyd",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)",,,,22.4,24
16266898,,14.5,"Laden",,"M",,"Saiki",,,"Maestro Shipping SA",,"01-Jul-2015",,,,"Saiki Hvy. Ind.","Onomichi Dockyd",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)",,,,22.4,24
16266906,,13.9,"Design Speed",,"D",,"Mangalia",,,"Angelicoussis Group",,"29-Dec-2019",,,,"Daewoo-Mangalia","Daewoo-Mangalia",,,,,"Y","Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.2 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,880mkW total at 900rpm driving 3 x Hyundai Electric HFJ7 506-8P - AC generator(s) at 2,460ekW total, (3,075kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 69.50rpm"
16266919,,13.9,"Design Speed",,"D",,"Mangalia",,,"Angelicoussis Group",,"24-Dec-2019",,,,"Daewoo-Mangalia","Daewoo-Mangalia",,,,,"Y","Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.2 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,880mkW total at 900rpm driving 3 x Hyundai Electric HFJ7 506-8P - AC generator(s) at 2,460ekW total, (3,075kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 69.50rpm"
16266922,,13.9,"Design Speed",,"D",,"Mangalia",,,"Angelicoussis Group",,"01-Feb-2020",,,,"Daewoo-Mangalia","Daewoo-Mangalia",,,,,"Y","Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.2 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,880mkW total at 900rpm driving 3 x Hyundai Electric HFJ7 506-8P - AC generator(s) at 2,460ekW total, (3,075kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 69.50rpm"
16266935,,,,,"D",,"Kurashiki",,,"Pacific Carriers",,"01-May-2016",,,,"Sanoyas Shipbuilding","Sanoyas Shipbuilding",,,,,"Y","Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,580mkW total at 900rpm driving 3 x Nishishiba NTAKL-VE - AC generator(s) at 1,590ekW total, (1,987.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 77rpm"
16266948,,13.7,"Laden",,"M",,"Takamatsu",,,"Chellaram Shpg.",,"01-Jul-2017",,,,"Shikoku Dock.","Mitsui Eng & SB",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 110rpm",,,1,20.2,19.2
16266951,"2343",16.1,"Trial Speed",,"M",,"Takamatsu",,,"Pacific Basin Shpg",,"01-Jun-2015",,,,"Shikoku Dock.","Mitsui Eng & SB",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x ac generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 110rpm",,,1,20.2,19.2
16266964,,16.1,"Trial Speed",,"M",,"Hakata",,,"Commercial Trading",,"01-Mar-2016",,,,"Shimanami Shipyard","Imabari Shipbuilding",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x ac generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm"
16266977,"8001",16,"Trial Speed",,"M",,"Kudamatsu",,,"ITOCHU Corp",,"01-Jul-2014",,,,"Shin Kasado Dock","Imabari Shipbuilding",,,,,,"Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 108rpm"
16266980,,14,"Laden",,"D",,"Kudamatsu",,,"Dockendale Shipmgmt","Y","01-Sep-2014",,,,"Shin Kasado Dock","Imabari Shipbuilding",,,,,,"Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 1,590mkW total at 900rpm driving 3 x Taiyo FE 541C-8 - AC generator(s) at 1,440ekW total, (1,800kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 108rpm"
16266993,,14.5,"Service",,"M",,"Kudamatsu",,,"Pacific Carriers",,"01-Oct-2016",,,,"Shin Kasado Dock","Imabari Shipbuilding",,,,,"Y","Fitted",,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 1,590mkW total at 900rpm driving 3 x Taiyo FE 541C-8 - ac generator(s) at 1,440ekW total, (1,800kVA total) 440V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 94rpm"
16267008,,11.2,"Eco-Speed - Laden",,"M",,"Kudamatsu",,,"Pacific Carriers",,"01-Jan-2017",,,,"Shin Kasado Dock","Imabari Shipbuilding",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima"
16267011,,15.4,"Trial Speed",,"M",,"Kochi",,,,,"01-Nov-2014",,,,"Shin Kochi Jyuko","Shin Kurushima Group",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x ac generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 109rpm"
16267024,,16,"Trial Speed",,"M",,"Kochi",,,"Stealth Maritime",,"01-May-2015",,,,"Shin Kochi Jyuko","Shin Kurushima Group",,,,,,"Fitted",,,"28-Mar-2020",,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 1,800rpm driving 3 x AC generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm"
16267095,,14,"Service",,"M",,"Imabari",,,"Frangoulis S/Mgmt",,"01-Mar-2015",,,,"Shin Kurushima","Shin Kurushima Group",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16267103,,15.7,"Trial Speed",,"M",,"Imabari",,,"Serenity Ship Mgmt",,"01-Jun-2015",,,,"Shin Kurushima","Shin Kurushima Group",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x ac generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16267116,,14,"Service",,"M",,"Imabari",,,"Grindrod",,"01-Dec-2014",,,,"Shin Kurushima","Shin Kurushima Group",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16267129,,15.9,"Trial Speed",,"M",,"Toyohashi",,,"Unitra M'time Co",,"01-Mar-2014",,,,"Toyohashi SB","Shin Kurushima Group",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm"
16267132,"9115",16.2,"Trial Speed",,"m",,"Balamban",,,"Phil-Bright Shipmngt",,"01-Jan-2015",,,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,"Y","Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm"
16267145,"9115",16.2,"Trial Speed",,"m",,"Balamban",,,"Meiji Shipping",,"01-Apr-2015",,,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 97rpm"
16267158,,14,"Design Speed",,"D",,"Balamban",,,"Magsaysay Maritime",,"01-Feb-2020",,,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 1,590mkW total at 900rpm driving 3 x Taiyo ac generator(s) at 1,440ekW total, (1,800kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 108rpm"
16267161,"2601",15.9,"Trial Speed",,"M",,"Balamban",,,"First Steamship",,"01-Jan-2016",,,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16267174,,,,,"M",,"Balamban",,,"Union Marine Mgmt",,"01-Oct-2020",,,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 2,250ekW total, (2,812.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm",,,,22.08,18.6
16267187,,14,"Laden",,"D",,"Balamban",,,"Erasmus Corp",,"01-Aug-2020",,,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 1,590mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 1,440ekW total, (1,958kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 108rpm"
16267190,,14,"Service",,"M",,"Balamban",,,"Erasmus Corp",,"01-Aug-2020",,,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 1,590mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 1,440ekW total, (1,958kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 108rpm"
16267208,,15.9,"Trial Speed",,"M",,"Balamban",,,"Helikon Shpg. Ent.",,"01-Jul-2015",,,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 1,740mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 1,620ekW total, (2,025kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 99rpm"
16267211,,15.7,"Trial Speed",,"M",,"Balamban",,,"Union Marine Mgmt",,"01-Dec-2015",,,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 1,740mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 1,620ekW total, (2,025kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 99rpm"
16267224,"9302",16.2,"Trial Speed",,"M",,"Balamban",,,"MTM",,"01-Jun-2015",,,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm"
16267237,,16.2,"Trial Speed",,"M",,"Balamban",,,"Tokei Kaiun",,"01-Sep-2015",,,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm"
16267466,,,,,"D",,"Qingdao",,,"Rizhao Steel",,"01-Aug-2015",,,,"Beihai Shipyard","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 3,300mkW total at 900rpm driving 3 x Taiyo FE 553A-8 - AC generator(s) at 3,000ekW total, (3,750kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 65rpm, Ø10.25m",,,,19.2,17
16267479,,,,,"D",,"Qingdao",,,"Schulte Group",,"01-Nov-2021",,,,"Beihai Shipyard","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 3,300mkW total at 900rpm driving 3 x Taiyo FE 553A-8 - AC generator(s) at 3,000ekW total, (3,750kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 65rpm, Ø10.25m",,,,19.2,17
16267482,,,,,"D",,"Qingdao",,,"Schulte Group",,"01-Nov-2021",,,,"Beihai Shipyard","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 3,300mkW total at 900rpm driving 3 x Taiyo FE 553A-8 - AC generator(s) at 3,000ekW total, (3,750kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 65rpm, Ø10.25m",,,,19.2,17
16267495,,,,,"D",,"Qingdao",,,"Thome & Co",,"01-Jul-2017",,,,"Beihai Shipyard","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 3,300mkW total at 900rpm driving 3 x Taiyo FE 553A-8 - AC generator(s) at 3,000ekW total, (3,750kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 65rpm, Ø10.25m",,,,19.2,17
16267587,,13.7,"Laden",,"D",,"Taizhou",,,"Schulte Group","Y","01-Sep-2015","Y","1C",,"Taizhou Kouan SB","Taizhou Kouan SB",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",4,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 2,100ekW total, (2,625kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 99rpm, Ø6.20m",,,1,28.7,27
16267590,,13.7,"Laden",,"D",,"Taizhou",,,"Schulte Group","Y","01-Sep-2015","Y","IC",,"Taizhou Kouan SB","Taizhou Kouan SB",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",4,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20e - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 720rpm driving 3 x ac generator(s) at 2,100ekW total, (2,625kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 89.90rpm, Ø6.20m",,,1,28.7,27
16267608,,13.7,"Laden",,"D",,"Taizhou",,,"Schulte Group","Y","01-Nov-2017","Y","1C",,"Taizhou Kouan SB","Taizhou Kouan SB",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",4,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20e - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,310mkW total at 720rpm driving 3 x Hyundai Electric HFC6 504-14K - ac generator(s) at 2,100ekW total, (2,625kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 99rpm",,,1,28.7,27
16267637,,16.5,"Trial Speed",,"D",,"Nantong",,,"Winning Intl",,"01-Apr-2016",,,,"Nantong COSCO KHI","COSCO Shipping HI",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 4,110mkW total at 900rpm driving 3 x AC generator(s) at 3,900ekW total, (4,875kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm"
16267640,,16.7,"Trial Speed",,"D",,"Nantong",,,"Winning Intl",,"01-Aug-2016",,,,"Nantong COSCO KHI","COSCO Shipping HI",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 4,110mkW total at 900rpm driving 3 x ac generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm"
16267790,"PSL",16.3,"Trial Speed",,"D",,"Qinghuangdao",,,"Precious Shipping",,"01-Jan-2016",,,,"Shanhaiguan SB","CSSC",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 1,000rpm driving 3 x generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 100rpm"
16267808,"PSL",15.1,"Trial Speed",,"D",,"Qinghuangdao",,,"Precious Shipping",,"01-Apr-2015",,,,"Shanhaiguan SB","CSSC",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 1,000rpm driving 3 x generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 100rpm"
16267837,,13,"Laden",,"M",,"Yangzhou",,,"Livanos N.G.","Y","14-Dec-2016",,,,"Sinopacific Dayang","Sinopacific Dayang",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",4,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 2,130mkW total at 720rpm driving 3 x Hyundai Electric HFC6 504-14K - AC generator(s) at 1,980ekW total, (2,475kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 91rpm",,,1,22.14,18.64
16267840,,14.3,"Service",,"M",,"Yangzhou",,,"STEM","Y","01-Aug-2016",,,,"Sinopacific Dayang","Sinopacific Dayang",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",4,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 2,130mkW total at 720rpm driving 3 x Hyundai Electric HFC6 504-14K - AC generator(s) at 1,980ekW total, (2,475kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 91rpm",,,1,22.14,18.64
16267879,"03360",15.5,"Laden","N","D",,"Dalian",,,,,"01-May-2019",,,,"Dalian Shipbuilding","CSSC",,,,,,"Fitted",,,"14-May-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18AL - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) 450V",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.80m",,,,15.84,15
16267903,"2637",16,"Trial Speed",,"M",,"Hakata",,,"Wisdom Marine Group",,"01-Jan-2015",,,,"Shimanami Shipyard","Imabari Shipbuilding",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 200mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 110rpm"
16267916,,14.5,"Service",,"M",,"Balamban",,,"Far East Shpg. & Trg",,"01-Mar-2020",,,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,845mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 1,560ekW total, (1,950kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 108rpm"
16267929,,,,,"M",,"Balamban",,,"Victoria Shipman.",,"01-Jul-2015",,,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,845mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 1,560ekW total, (1,950kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 108rpm"
16268034,"028670",14,"Service",,"D",,"Busan",,,"Pan Ocean",,"01-Oct-2016",,,,"HHIC (Yeongdo)","HHIC (Yeongdo)",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 6H17/28U - 4-stroke 6-cyl. 170mm x 280mm bore/stroke 2,415mkW total at 1,000rpm driving 3 x AC generator(s) at 2,250ekW total, (2,814kVA total) 450V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 70rpm",14.7
16268047,"028670",14,"Service",,"D",,"Busan",,,"Pan Ocean",,"01-Mar-2017",,,,"HHIC (Yeongdo)","HHIC (Yeongdo)",,,,,"Y","Fitted",,,,,,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 6H17/28U - 4-stroke 6-cyl. 170mm x 280mm bore/stroke 2,385mkW total at 1,000rpm driving 3 x AC generator(s) at 2,220ekW total, (2,775kVA total) 450V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 70rpm",15.4
16268050,,14.5,"Service",,"D",,"Taizhou",,,"Fleet Management",,"01-Jan-2017",,,,"Jiangsu New YZJ","Yangzijiang Holdings",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)",,,1,15.48,15
